zip,scraped,stcd,county
37160,"MOORE, TN",TN,MOORE
37180,"BEDFORD, TN",TN,BEDFORD
37180,"MARSHALL, TN",TN,MARSHALL
37180,"RUTHERFORD, TN",TN,RUTHERFORD
37183,"BEDFORD, TN",TN,BEDFORD
37183,"COFFEE, TN",TN,COFFEE
37183,"MOORE, TN",TN,MOORE
37187,"DICKSON, TN",TN,DICKSON
37187,"CHEATHAM, TN",TN,CHEATHAM
37189,"DAVIDSON, TN",TN,DAVIDSON
37201,"DAVIDSON, TN",TN,DAVIDSON
37203,"DAVIDSON, TN",TN,DAVIDSON
37204,"DAVIDSON, TN",TN,DAVIDSON
37205,"DAVIDSON, TN",TN,DAVIDSON
37206,"DAVIDSON, TN",TN,DAVIDSON
37211,"DAVIDSON, TN",TN,DAVIDSON
37212,"DAVIDSON, TN",TN,DAVIDSON
37213,"DAVIDSON, TN",TN,DAVIDSON
37214,"DAVIDSON, TN",TN,DAVIDSON
37215,"DAVIDSON, TN",TN,DAVIDSON
37215,"WILLIAMSON, TN",TN,WILLIAMSON
37219,"DAVIDSON, TN",TN,DAVIDSON
37220,"DAVIDSON, TN",TN,DAVIDSON
37221,"DAVIDSON, TN",TN,DAVIDSON
37221,"WILLIAMSON, TN",TN,WILLIAMSON
37327,"SEQUATCHIE, TN",TN,SEQUATCHIE
37327,"BLEDSOE, TN",TN,BLEDSOE
37327,"VAN BUREN, TN",TN,VAN BUREN
37334,"LINCOLN, TN",TN,LINCOLN
37334,"MOORE, TN",TN,MOORE
37340,"MARION, TN",TN,MARION
37350,"HAMILTON, TN",TN,HAMILTON
37351,"HAMILTON, TN",TN,HAMILTON
37352,"MOORE, TN",TN,MOORE
37355,"COFFEE, TN",TN,COFFEE
37360,"BEDFORD, TN",TN,BEDFORD
37360,"COFFEE, TN",TN,COFFEE
37360,"MOORE, TN",TN,MOORE
37377,"HAMILTON, TN",TN,HAMILTON
37377,"MARION, TN",TN,MARION
37377,"SEQUATCHIE, TN",TN,SEQUATCHIE
37388,"COFFEE, TN",TN,COFFEE
37388,"BEDFORD, TN",TN,BEDFORD
37388,"FRANKLIN, TN",TN,FRANKLIN
37388,"MOORE, TN",TN,MOORE
37396,"MARION, TN",TN,MARION
37397,"SEQUATCHIE, TN",TN,SEQUATCHIE
37397,"MARION, TN",TN,MARION
37402,"HAMILTON, TN",TN,HAMILTON
37403,"HAMILTON, TN",TN,HAMILTON
37404,"HAMILTON, TN",TN,HAMILTON
37405,"HAMILTON, TN",TN,HAMILTON
37405,"MARION, TN",TN,MARION
37406,"HAMILTON, TN",TN,HAMILTON
37407,"HAMILTON, TN",TN,HAMILTON
37408,"HAMILTON, TN",TN,HAMILTON
37409,"HAMILTON, TN",TN,HAMILTON
37410,"HAMILTON, TN",TN,HAMILTON
37411,"HAMILTON, TN",TN,HAMILTON
37412,"HAMILTON, TN",TN,HAMILTON
37415,"HAMILTON, TN",TN,HAMILTON
37419,"HAMILTON, TN",TN,HAMILTON
37419,"MARION, TN",TN,MARION
37421,"HAMILTON, TN",TN,HAMILTON
37601,"WASHINGTON, TN",TN,WASHINGTON
37601,"CARTER, TN",TN,CARTER
37601,"UNICOI, TN",TN,UNICOI
37604,"WASHINGTON, TN",TN,WASHINGTON
37604,"CARTER, TN",TN,CARTER
37615,"WASHINGTON, TN",TN,WASHINGTON
37615,"SULLIVAN, TN",TN,SULLIVAN
37617,"SULLIVAN, TN",TN,SULLIVAN
37620,"SULLIVAN, TN",TN,SULLIVAN
37660,"SULLIVAN, TN",TN,SULLIVAN
37660,"HAWKINS, TN",TN,HAWKINS
37663,"SULLIVAN, TN",TN,SULLIVAN
37663,"WASHINGTON, TN",TN,WASHINGTON
37664,"SULLIVAN, TN",TN,SULLIVAN
37694,"CARTER, TN",TN,CARTER
37694,"SULLIVAN, TN",TN,SULLIVAN
37694,"WASHINGTON, TN",TN,WASHINGTON
37771,"LOUDON, TN",TN,LOUDON
37771,"ROANE, TN",TN,ROANE
37772,"LOUDON, TN",TN,LOUDON
37774,"LOUDON, TN",TN,LOUDON
37774,"MONROE, TN",TN,MONROE
37774,"ROANE, TN",TN,ROANE
37830,"ANDERSON, TN",TN,ANDERSON
37830,"KNOX, TN",TN,KNOX
37830,"ROANE, TN",TN,ROANE
37909,"KNOX, TN",TN,KNOX
37919,"KNOX, TN",TN,KNOX
37922,"KNOX, TN",TN,KNOX
37923,"KNOX, TN",TN,KNOX
37931,"KNOX, TN",TN,KNOX
37931,"ANDERSON, TN",TN,ANDERSON
37932,"KNOX, TN",TN,KNOX
38016,"SHELBY, TN",TN,SHELBY
38017,"SHELBY, TN",TN,SHELBY
38017,"FAYETTE, TN",TN,FAYETTE
38018,"SHELBY, TN",TN,SHELBY
38103,"SHELBY, TN",TN,SHELBY
38104,"SHELBY, TN",TN,SHELBY
38106,"SHELBY, TN",TN,SHELBY
38111,"SHELBY, TN",TN,SHELBY
38114,"SHELBY, TN",TN,SHELBY
38117,"SHELBY, TN",TN,SHELBY
38119,"SHELBY, TN",TN,SHELBY
38120,"SHELBY, TN",TN,SHELBY
38126,"SHELBY, TN",TN,SHELBY
38133,"SHELBY, TN",TN,SHELBY
38134,"SHELBY, TN",TN,SHELBY
38138,"SHELBY, TN",TN,SHELBY
38139,"SHELBY, TN",TN,SHELBY
38501,"PUTNAM, TN",TN,PUTNAM
38501,"JACKSON, TN",TN,JACKSON
38501,"OVERTON, TN",TN,OVERTON
38506,"PUTNAM, TN",TN,PUTNAM
38506,"JACKSON, TN",TN,JACKSON
38506,"OVERTON, TN",TN,OVERTON
38506,"WHITE, TN",TN,WHITE
38554,"OVERTON, TN",TN,OVERTON
38555,"CUMBERLAND, TN",TN,CUMBERLAND
38562,"JACKSON, TN",TN,JACKSON
38562,"CLAY, TN",TN,CLAY
38571,"CUMBERLAND, TN",TN,CUMBERLAND
38574,"PUTNAM, TN",TN,PUTNAM
38574,"CUMBERLAND, TN",TN,CUMBERLAND
38574,"FENTRESS, TN",TN,FENTRESS
38574,"OVERTON, TN",TN,OVERTON
38580,"OVERTON, TN",TN,OVERTON
38652,"UNION, MS",MS,UNION
38652,"PONTOTOC, MS",MS,PONTOTOC
38655,"LAFAYETTE, MS",MS,LAFAYETTE
38655,"PONTOTOC, MS",MS,PONTOTOC
38801,"LEE, MS",MS,LEE
38801,"PONTOTOC, MS",MS,PONTOTOC
38804,"LEE, MS",MS,LEE
38804,"ITAWAMBA, MS",MS,ITAWAMBA
38821,"MONROE, MS",MS,MONROE
38829,"PRENTISS, MS",MS,PRENTISS
38829,"TIPPAH, MS",MS,TIPPAH
38834,"ALCORN, MS",MS,ALCORN
38843,"ITAWAMBA, MS",MS,ITAWAMBA
38852,"TISHOMINGO, MS",MS,TISHOMINGO
38863,"PONTOTOC, MS",MS,PONTOTOC
38863,"LAFAYETTE, MS",MS,LAFAYETTE
39042,"RANKIN, MS",MS,RANKIN
39042,"SMITH, MS",MS,SMITH
39056,"HINDS, MS",MS,HINDS
39058,"HINDS, MS",MS,HINDS
39074,"SCOTT, MS",MS,SCOTT
39074,"SMITH, MS",MS,SMITH
39092,"SCOTT, MS",MS,SCOTT
39092,"NEWTON, MS",MS,NEWTON
39092,"SMITH, MS",MS,SMITH
39117,"SCOTT, MS",MS,SCOTT
39117,"RANKIN, MS",MS,RANKIN
39117,"SMITH, MS",MS,SMITH
39145,"RANKIN, MS",MS,RANKIN
39145,"SCOTT, MS",MS,SCOTT
39157,"MADISON, MS",MS,MADISON
39201,"HINDS, MS",MS,HINDS
39202,"HINDS, MS",MS,HINDS
39206,"HINDS, MS",MS,HINDS
39208,"RANKIN, MS",MS,RANKIN
39209,"HINDS, MS",MS,HINDS
39209,"MADISON, MS",MS,MADISON
39210,"HINDS, MS",MS,HINDS
39211,"HINDS, MS",MS,HINDS
39212,"HINDS, MS",MS,HINDS
39216,"HINDS, MS",MS,HINDS
39218,"RANKIN, MS",MS,RANKIN
39232,"RANKIN, MS",MS,RANKIN
39272,"HINDS, MS",MS,HINDS
39301,"LAUDERDALE, MS",MS,LAUDERDALE
39301,"CLARKE, MS",MS,CLARKE
39307,"LAUDERDALE, MS",MS,LAUDERDALE
39307,"CLARKE, MS",MS,CLARKE
39323,"NEWTON, MS",MS,NEWTON
39323,"LAUDERDALE, MS",MS,LAUDERDALE
39327,"NEWTON, MS",MS,NEWTON
39332,"NEWTON, MS",MS,NEWTON
39332,"JASPER, MS",MS,JASPER
39336,"NEWTON, MS",MS,NEWTON
39355,"CLARKE, MS",MS,CLARKE
39366,"JASPER, MS",MS,JASPER
39366,"CLARKE, MS",MS,CLARKE
39401,"FORREST, MS",MS,FORREST
39401,"LAMAR, MS",MS,LAMAR
39406,"FORREST, MS",MS,FORREST
39407,"FORREST, MS",MS,FORREST
39425,"FORREST, MS",MS,FORREST
39425,"PERRY, MS",MS,PERRY
39437,"JONES, MS",MS,JONES
39439,"JASPER, MS",MS,JASPER
39439,"CLARKE, MS",MS,CLARKE
39439,"JONES, MS",MS,JONES
39439,"WAYNE, MS",MS,WAYNE
39440,"JONES, MS",MS,JONES
39443,"JONES, MS",MS,JONES
39443,"JASPER, MS",MS,JASPER
39443,"WAYNE, MS",MS,WAYNE
39459,"JONES, MS",MS,JONES
39464,"JONES, MS",MS,JONES
39464,"PERRY, MS",MS,PERRY
39465,"FORREST, MS",MS,FORREST
39465,"JONES, MS",MS,JONES
39465,"PERRY, MS",MS,PERRY
39475,"LAMAR, MS",MS,LAMAR
39479,"COVINGTON, MS",MS,COVINGTON
39482,"LAMAR, MS",MS,LAMAR
39482,"COVINGTON, MS",MS,COVINGTON
39482,"JEFFERSON DAVIS, MS",MS,JEFFERSON DAVIS
39482,"MARION, MS",MS,MARION
39701,"LOWNDES, MS",MS,LOWNDES
39701,"NOXUBEE, MS",MS,NOXUBEE
39705,"LOWNDES, MS",MS,LOWNDES
39759,"OKTIBBEHA, MS",MS,OKTIBBEHA
39759,"CLAY, MS",MS,CLAY
39759,"LOWNDES, MS",MS,LOWNDES
39901,"DEKALB, GA",GA,DEKALB
40003,"SHELBY, KY",KY,SHELBY
40003,"FRANKLIN, KY",KY,FRANKLIN
40004,"NELSON, KY",KY,NELSON
40008,"NELSON, KY",KY,NELSON
40008,"SPENCER, KY",KY,SPENCER
40008,"WASHINGTON, KY",KY,WASHINGTON
40009,"MARION, KY",KY,MARION
40009,"CASEY, KY",KY,CASEY
40009,"TAYLOR, KY",KY,TAYLOR
40010,"OLDHAM, KY",KY,OLDHAM
40012,"NELSON, KY",KY,NELSON
40012,"ANDERSON, KY",KY,ANDERSON
40013,"NELSON, KY",KY,NELSON
40013,"BULLITT, KY",KY,BULLITT
40013,"SPENCER, KY",KY,SPENCER
40014,"OLDHAM, KY",KY,OLDHAM
40014,"JEFFERSON, KY",KY,JEFFERSON
40019,"HENRY, KY",KY,HENRY
40019,"SHELBY, KY",KY,SHELBY
40025,"JEFFERSON, KY",KY,JEFFERSON
40031,"OLDHAM, KY",KY,OLDHAM
40031,"HENRY, KY",KY,HENRY
40033,"MARION, KY",KY,MARION
40033,"WASHINGTON, KY",KY,WASHINGTON
40036,"HENRY, KY",KY,HENRY
40037,"MARION, KY",KY,MARION
40037,"NELSON, KY",KY,NELSON
40037,"WASHINGTON, KY",KY,WASHINGTON
40047,"BULLITT, KY",KY,BULLITT
40047,"JEFFERSON, KY",KY,JEFFERSON
40047,"SPENCER, KY",KY,SPENCER
40051,"NELSON, KY",KY,NELSON
40051,"HARDIN, KY",KY,HARDIN
40051,"LARUE, KY",KY,LARUE
40052,"NELSON, KY",KY,NELSON
40052,"LARUE, KY",KY,LARUE
40052,"MARION, KY",KY,MARION
40055,"HENRY, KY",KY,HENRY
40055,"OLDHAM, KY",KY,OLDHAM
40055,"TRIMBLE, KY",KY,TRIMBLE
40056,"OLDHAM, KY",KY,OLDHAM
40057,"HENRY, KY",KY,HENRY
40057,"SHELBY, KY",KY,SHELBY
40059,"JEFFERSON, KY",KY,JEFFERSON
40059,"OLDHAM, KY",KY,OLDHAM
40060,"MARION, KY",KY,MARION
40062,"MARION, KY",KY,MARION
40065,"SHELBY, KY",KY,SHELBY
40069,"WASHINGTON, KY",KY,WASHINGTON
40069,"MARION, KY",KY,MARION
40069,"NELSON, KY",KY,NELSON
40076,"SHELBY, KY",KY,SHELBY
40076,"ANDERSON, KY",KY,ANDERSON
40076,"FRANKLIN, KY",KY,FRANKLIN
40076,"SPENCER, KY",KY,SPENCER
40078,"WASHINGTON, KY",KY,WASHINGTON
40107,"NELSON, KY",KY,NELSON
40107,"BULLITT, KY",KY,BULLITT
40109,"BULLITT, KY",KY,BULLITT
40109,"JEFFERSON, KY",KY,JEFFERSON
40150,"BULLITT, KY",KY,BULLITT
40150,"HARDIN, KY",KY,HARDIN
40162,"HARDIN, KY",KY,HARDIN
40165,"BULLITT, KY",KY,BULLITT
40177,"HARDIN, KY",KY,HARDIN
40177,"BULLITT, KY",KY,BULLITT
40177,"JEFFERSON, KY",KY,JEFFERSON
40205,"JEFFERSON, KY",KY,JEFFERSON
40206,"JEFFERSON, KY",KY,JEFFERSON
40207,"JEFFERSON, KY",KY,JEFFERSON
40220,"JEFFERSON, KY",KY,JEFFERSON
40222,"JEFFERSON, KY",KY,JEFFERSON
40223,"JEFFERSON, KY",KY,JEFFERSON
40241,"JEFFERSON, KY",KY,JEFFERSON
40241,"OLDHAM, KY",KY,OLDHAM
40242,"JEFFERSON, KY",KY,JEFFERSON
40243,"JEFFERSON, KY",KY,JEFFERSON
40291,"JEFFERSON, KY",KY,JEFFERSON
40291,"BULLITT, KY",KY,BULLITT
40299,"JEFFERSON, KY",KY,JEFFERSON
40299,"BULLITT, KY",KY,BULLITT
40324,"SCOTT, KY",KY,SCOTT
40324,"BOURBON, KY",KY,BOURBON
40324,"FAYETTE, KY",KY,FAYETTE
40328,"MARION, KY",KY,MARION
40328,"BOYLE, KY",KY,BOYLE
40328,"CASEY, KY",KY,CASEY
40328,"WASHINGTON, KY",KY,WASHINGTON
40330,"MERCER, KY",KY,MERCER
40330,"WASHINGTON, KY",KY,WASHINGTON
40342,"ANDERSON, KY",KY,ANDERSON
40342,"SHELBY, KY",KY,SHELBY
40342,"SPENCER, KY",KY,SPENCER
40342,"WASHINGTON, KY",KY,WASHINGTON
40347,"WOODFORD, KY",KY,WOODFORD
40347,"FRANKLIN, KY",KY,FRANKLIN
40347,"SCOTT, KY",KY,SCOTT
40356,"JESSAMINE, KY",KY,JESSAMINE
40359,"OWEN, KY",KY,OWEN
40370,"SCOTT, KY",KY,SCOTT
40370,"HARRISON, KY",KY,HARRISON
40372,"MERCER, KY",KY,MERCER
40372,"ANDERSON, KY",KY,ANDERSON
40379,"SCOTT, KY",KY,SCOTT
40379,"FRANKLIN, KY",KY,FRANKLIN
40379,"OWEN, KY",KY,OWEN
40383,"WOODFORD, KY",KY,WOODFORD
40383,"JESSAMINE, KY",KY,JESSAMINE
40385,"MADISON, KY",KY,MADISON
40385,"ESTILL, KY",KY,ESTILL
40390,"JESSAMINE, KY",KY,JESSAMINE
40390,"WOODFORD, KY",KY,WOODFORD
40391,"CLARK, KY",KY,CLARK
40391,"BOURBON, KY",KY,BOURBON
40391,"FAYETTE, KY",KY,FAYETTE
40391,"MONTGOMERY, KY",KY,MONTGOMERY
40403,"MADISON, KY",KY,MADISON
40403,"ESTILL, KY",KY,ESTILL
40403,"GARRARD, KY",KY,GARRARD
40403,"ROCKCASTLE, KY",KY,ROCKCASTLE
40422,"BOYLE, KY",KY,BOYLE
40422,"GARRARD, KY",KY,GARRARD
40422,"LINCOLN, KY",KY,LINCOLN
40440,"BOYLE, KY",KY,BOYLE
40440,"LINCOLN, KY",KY,LINCOLN
40444,"GARRARD, KY",KY,GARRARD
40444,"LINCOLN, KY",KY,LINCOLN
40475,"MADISON, KY",KY,MADISON
40502,"FAYETTE, KY",KY,FAYETTE
40503,"FAYETTE, KY",KY,FAYETTE
40504,"FAYETTE, KY",KY,FAYETTE
40505,"FAYETTE, KY",KY,FAYETTE
40507,"FAYETTE, KY",KY,FAYETTE
40508,"FAYETTE, KY",KY,FAYETTE
40509,"FAYETTE, KY",KY,FAYETTE
40509,"CLARK, KY",KY,CLARK
40510,"FAYETTE, KY",KY,FAYETTE
40511,"FAYETTE, KY",KY,FAYETTE
40511,"BOURBON, KY",KY,BOURBON
40511,"SCOTT, KY",KY,SCOTT
40513,"FAYETTE, KY",KY,FAYETTE
40513,"JESSAMINE, KY",KY,JESSAMINE
40513,"WOODFORD, KY",KY,WOODFORD
40514,"FAYETTE, KY",KY,FAYETTE
40514,"JESSAMINE, KY",KY,JESSAMINE
40515,"FAYETTE, KY",KY,FAYETTE
40515,"CLARK, KY",KY,CLARK
40515,"JESSAMINE, KY",KY,JESSAMINE
40517,"FAYETTE, KY",KY,FAYETTE
40536,"FAYETTE, KY",KY,FAYETTE
40601,"FRANKLIN, KY",KY,FRANKLIN
40601,"ANDERSON, KY",KY,ANDERSON
40601,"HENRY, KY",KY,HENRY
40601,"SHELBY, KY",KY,SHELBY
40601,"WOODFORD, KY",KY,WOODFORD
41001,"CAMPBELL, KY",KY,CAMPBELL
41005,"BOONE, KY",KY,BOONE
41007,"CAMPBELL, KY",KY,CAMPBELL
41011,"KENTON, KY",KY,KENTON
41012,"KENTON, KY",KY,KENTON
41014,"KENTON, KY",KY,KENTON
41015,"KENTON, KY",KY,KENTON
41016,"KENTON, KY",KY,KENTON
41017,"KENTON, KY",KY,KENTON
41018,"KENTON, KY",KY,KENTON
41019,"KENTON, KY",KY,KENTON
41022,"BOONE, KY",KY,BOONE
41042,"BOONE, KY",KY,BOONE
41042,"KENTON, KY",KY,KENTON
41048,"BOONE, KY",KY,BOONE
41051,"KENTON, KY",KY,KENTON
41051,"BOONE, KY",KY,BOONE
41053,"KENTON, KY",KY,KENTON
41059,"CAMPBELL, KY",KY,CAMPBELL
41063,"KENTON, KY",KY,KENTON
41071,"CAMPBELL, KY",KY,CAMPBELL
41072,"CAMPBELL, KY",KY,CAMPBELL
41073,"CAMPBELL, KY",KY,CAMPBELL
41074,"CAMPBELL, KY",KY,CAMPBELL
41075,"CAMPBELL, KY",KY,CAMPBELL
41076,"CAMPBELL, KY",KY,CAMPBELL
41080,"BOONE, KY",KY,BOONE
41085,"CAMPBELL, KY",KY,CAMPBELL
41091,"BOONE, KY",KY,BOONE
41092,"BOONE, KY",KY,BOONE
41092,"GALLATIN, KY",KY,GALLATIN
41092,"GRANT, KY",KY,GRANT
41094,"BOONE, KY",KY,BOONE
41094,"KENTON, KY",KY,KENTON
41099,"CAMPBELL, KY",KY,CAMPBELL
42701,"HARDIN, KY",KY,HARDIN
42716,"LARUE, KY",KY,LARUE
42716,"GREEN, KY",KY,GREEN
42716,"TAYLOR, KY",KY,TAYLOR
42748,"LARUE, KY",KY,LARUE
42748,"HARDIN, KY",KY,HARDIN
43001,"LICKING, OH",OH,LICKING
43005,"KNOX, OH",OH,KNOX
43011,"KNOX, OH",OH,KNOX
43011,"DELAWARE, OH",OH,DELAWARE
43011,"LICKING, OH",OH,LICKING
43011,"MORROW, OH",OH,MORROW
43015,"DELAWARE, OH",OH,DELAWARE
43015,"UNION, OH",OH,UNION
43016,"FRANKLIN, OH",OH,FRANKLIN
43016,"DELAWARE, OH",OH,DELAWARE
43016,"UNION, OH",OH,UNION
43017,"FRANKLIN, OH",OH,FRANKLIN
43017,"DELAWARE, OH",OH,DELAWARE
43017,"UNION, OH",OH,UNION
43019,"KNOX, OH",OH,KNOX
43019,"MORROW, OH",OH,MORROW
43019,"RICHLAND, OH",OH,RICHLAND
43021,"DELAWARE, OH",OH,DELAWARE
43022,"KNOX, OH",OH,KNOX
43023,"LICKING, OH",OH,LICKING
43025,"LICKING, OH",OH,LICKING
43026,"FRANKLIN, OH",OH,FRANKLIN
43028,"KNOX, OH",OH,KNOX
43031,"LICKING, OH",OH,LICKING
43031,"DELAWARE, OH",OH,DELAWARE
43035,"DELAWARE, OH",OH,DELAWARE
43037,"KNOX, OH",OH,KNOX
43046,"FAIRFIELD, OH",OH,FAIRFIELD
43046,"LICKING, OH",OH,LICKING
43050,"KNOX, OH",OH,KNOX
43050,"MORROW, OH",OH,MORROW
43050,"MUSKINGUM, OH",OH,MUSKINGUM
43054,"FRANKLIN, OH",OH,FRANKLIN
43054,"LICKING, OH",OH,LICKING
43055,"LICKING, OH",OH,LICKING
43061,"DELAWARE, OH",OH,DELAWARE
43061,"UNION, OH",OH,UNION
43062,"LICKING, OH",OH,LICKING
43062,"FAIRFIELD, OH",OH,FAIRFIELD
43062,"FRANKLIN, OH",OH,FRANKLIN
43064,"MADISON, OH",OH,MADISON
43064,"DELAWARE, OH",OH,DELAWARE
43064,"FRANKLIN, OH",OH,FRANKLIN
43064,"UNION, OH",OH,UNION
43065,"DELAWARE, OH",OH,DELAWARE
43065,"FRANKLIN, OH",OH,FRANKLIN
43068,"FRANKLIN, OH",OH,FRANKLIN
43068,"FAIRFIELD, OH",OH,FAIRFIELD
43068,"LICKING, OH",OH,LICKING
43074,"DELAWARE, OH",OH,DELAWARE
43074,"LICKING, OH",OH,LICKING
43074,"MORROW, OH",OH,MORROW
43080,"LICKING, OH",OH,LICKING
43080,"KNOX, OH",OH,KNOX
43081,"FRANKLIN, OH",OH,FRANKLIN
43081,"DELAWARE, OH",OH,DELAWARE
43082,"DELAWARE, OH",OH,DELAWARE
43085,"FRANKLIN, OH",OH,FRANKLIN
43105,"FAIRFIELD, OH",OH,FAIRFIELD
43105,"LICKING, OH",OH,LICKING
43110,"FRANKLIN, OH",OH,FRANKLIN
43110,"FAIRFIELD, OH",OH,FAIRFIELD
43110,"PICKAWAY, OH",OH,PICKAWAY
43112,"FAIRFIELD, OH",OH,FAIRFIELD
43113,"PICKAWAY, OH",OH,PICKAWAY
43113,"ROSS, OH",OH,ROSS
43115,"ROSS, OH",OH,ROSS
43115,"PICKAWAY, OH",OH,PICKAWAY
43119,"FRANKLIN, OH",OH,FRANKLIN
43119,"MADISON, OH",OH,MADISON
43123,"FRANKLIN, OH",OH,FRANKLIN
43125,"FRANKLIN, OH",OH,FRANKLIN
43125,"PICKAWAY, OH",OH,PICKAWAY
43130,"FAIRFIELD, OH",OH,FAIRFIELD
43130,"HOCKING, OH",OH,HOCKING
43136,"FAIRFIELD, OH",OH,FAIRFIELD
43137,"FRANKLIN, OH",OH,FRANKLIN
43137,"PICKAWAY, OH",OH,PICKAWAY
43140,"MADISON, OH",OH,MADISON
43140,"CLARK, OH",OH,CLARK
43140,"FRANKLIN, OH",OH,FRANKLIN
43146,"PICKAWAY, OH",OH,PICKAWAY
43146,"FRANKLIN, OH",OH,FRANKLIN
43146,"MADISON, OH",OH,MADISON
43147,"FAIRFIELD, OH",OH,FAIRFIELD
43147,"LICKING, OH",OH,LICKING
43160,"FAYETTE, OH",OH,FAYETTE
43160,"ROSS, OH",OH,ROSS
43162,"MADISON, OH",OH,MADISON
43164,"PICKAWAY, OH",OH,PICKAWAY
43164,"ROSS, OH",OH,ROSS
43205,"FRANKLIN, OH",OH,FRANKLIN
43206,"FRANKLIN, OH",OH,FRANKLIN
43209,"FRANKLIN, OH",OH,FRANKLIN
43210,"FRANKLIN, OH",OH,FRANKLIN
43212,"FRANKLIN, OH",OH,FRANKLIN
43213,"FRANKLIN, OH",OH,FRANKLIN
43214,"FRANKLIN, OH",OH,FRANKLIN
43217,"FRANKLIN, OH",OH,FRANKLIN
43217,"PICKAWAY, OH",OH,PICKAWAY
43220,"FRANKLIN, OH",OH,FRANKLIN
43221,"FRANKLIN, OH",OH,FRANKLIN
43223,"FRANKLIN, OH",OH,FRANKLIN
43228,"FRANKLIN, OH",OH,FRANKLIN
43229,"FRANKLIN, OH",OH,FRANKLIN
43230,"FRANKLIN, OH",OH,FRANKLIN
43235,"FRANKLIN, OH",OH,FRANKLIN
43235,"DELAWARE, OH",OH,DELAWARE
43240,"DELAWARE, OH",OH,DELAWARE
43321,"MORROW, OH",OH,MORROW
43334,"MORROW, OH",OH,MORROW
43334,"DELAWARE, OH",OH,DELAWARE
43338,"MORROW, OH",OH,MORROW
43402,"WOOD, OH",OH,WOOD
43403,"WOOD, OH",OH,WOOD
43460,"WOOD, OH",OH,WOOD
43501,"WILLIAMS, OH",OH,WILLIAMS
43502,"FULTON, OH",OH,FULTON
43502,"HENRY, OH",OH,HENRY
43502,"WILLIAMS, OH",OH,WILLIAMS
43504,"LUCAS, OH",OH,LUCAS
43504,"FULTON, OH",OH,FULTON
43506,"WILLIAMS, OH",OH,WILLIAMS
43506,"DEFIANCE, OH",OH,DEFIANCE
43512,"DEFIANCE, OH",OH,DEFIANCE
43512,"HENRY, OH",OH,HENRY
43512,"PAULDING, OH",OH,PAULDING
43512,"PUTNAM, OH",OH,PUTNAM
43512,"WILLIAMS, OH",OH,WILLIAMS
43515,"FULTON, OH",OH,FULTON
43515,"HENRY, OH",OH,HENRY
43516,"HENRY, OH",OH,HENRY
43516,"HANCOCK, OH",OH,HANCOCK
43516,"PUTNAM, OH",OH,PUTNAM
43516,"WOOD, OH",OH,WOOD
43517,"WILLIAMS, OH",OH,WILLIAMS
43517,"DEFIANCE, OH",OH,DEFIANCE
43518,"WILLIAMS, OH",OH,WILLIAMS
43521,"FULTON, OH",OH,FULTON
43521,"WILLIAMS, OH",OH,WILLIAMS
43522,"WOOD, OH",OH,WOOD
43522,"HENRY, OH",OH,HENRY
43522,"LUCAS, OH",OH,LUCAS
43524,"HENRY, OH",OH,HENRY
43525,"WOOD, OH",OH,WOOD
43526,"DEFIANCE, OH",OH,DEFIANCE
43526,"PAULDING, OH",OH,PAULDING
43527,"HENRY, OH",OH,HENRY
43527,"DEFIANCE, OH",OH,DEFIANCE
43528,"LUCAS, OH",OH,LUCAS
43532,"HENRY, OH",OH,HENRY
43532,"FULTON, OH",OH,FULTON
43532,"LUCAS, OH",OH,LUCAS
43533,"FULTON, OH",OH,FULTON
43534,"HENRY, OH",OH,HENRY
43534,"WOOD, OH",OH,WOOD
43535,"HENRY, OH",OH,HENRY
43536,"DEFIANCE, OH",OH,DEFIANCE
43537,"LUCAS, OH",OH,LUCAS
43540,"FULTON, OH",OH,FULTON
43542,"LUCAS, OH",OH,LUCAS
43543,"WILLIAMS, OH",OH,WILLIAMS
43545,"HENRY, OH",OH,HENRY
43545,"DEFIANCE, OH",OH,DEFIANCE
43545,"FULTON, OH",OH,FULTON
43548,"HENRY, OH",OH,HENRY
43548,"DEFIANCE, OH",OH,DEFIANCE
43548,"PUTNAM, OH",OH,PUTNAM
43549,"DEFIANCE, OH",OH,DEFIANCE
43551,"WOOD, OH",OH,WOOD
43554,"WILLIAMS, OH",OH,WILLIAMS
43556,"DEFIANCE, OH",OH,DEFIANCE
43557,"WILLIAMS, OH",OH,WILLIAMS
43557,"FULTON, OH",OH,FULTON
43557,"HENRY, OH",OH,HENRY
43558,"FULTON, OH",OH,FULTON
43558,"LUCAS, OH",OH,LUCAS
43560,"LUCAS, OH",OH,LUCAS
43566,"LUCAS, OH",OH,LUCAS
43567,"FULTON, OH",OH,FULTON
43567,"HENRY, OH",OH,HENRY
43570,"WILLIAMS, OH",OH,WILLIAMS
43570,"FULTON, OH",OH,FULTON
43571,"LUCAS, OH",OH,LUCAS
43606,"LUCAS, OH",OH,LUCAS
43608,"LUCAS, OH",OH,LUCAS
43611,"LUCAS, OH",OH,LUCAS
43612,"LUCAS, OH",OH,LUCAS
43613,"LUCAS, OH",OH,LUCAS
43614,"LUCAS, OH",OH,LUCAS
43615,"LUCAS, OH",OH,LUCAS
43617,"LUCAS, OH",OH,LUCAS
43623,"LUCAS, OH",OH,LUCAS
43701,"MUSKINGUM, OH",OH,MUSKINGUM
